# service	path	pretty	group	name	phase	device
# FAST profile (rows=149)
com.victronenergy.vebus.ttyS2	/Ac/Out/L3/I	victron_ac_out_l3_i	ac_out	current	L3	total
com.victronenergy.vebus.ttyS2	/Ac/Out/L3/P	victron_ac_out_l3_p	ac_out	power	L3	total
com.victronenergy.vebus.ttyS2	/Ac/Out/L3/F	victron_ac_out_l3_f	ac_out	freq	L3	total
com.victronenergy.vebus.ttyS2	/Ac/Out/L3/S	victron_ac_out_l3_s	ac_out	apparent	L3	total
com.victronenergy.vebus.ttyS2	/Dc/0/Voltage	victron_dc_voltage	dc	voltage	-	total
com.victronenergy.vebus.ttyS2	/Dc/0/Current	victron_dc_current	dc	current	-	total
com.victronenergy.vebus.ttyS2	/Dc/0/Power	victron_dc_power	dc	power	-	total
com.victronenergy.vebus.ttyS2	/Dc/0/MaxChargeCurrent	victron_dc_max_charge_current	dc	max_charge_current	-	total
com.victronenergy.vebus.ttyS2	/VebusMainState	victron_state_vebus_main_state	state	vebus_main_state	-	total
com.victronenergy.vebus.ttyS2	/VebusChargeState	victron_state_vebus_charge_state	state	vebus_charge_state	-	total
com.victronenergy.vebus.ttyS2	/State	victron_state_state	state	state	-	total
com.victronenergy.vebus.ttyS2	/Mode	victron_mode_mode	mode	mode	-	total
com.victronenergy.system	/Ac/ActiveIn/L1/Current	victron_ac_in_l1_i	ac_in	current	L1	total
com.victronenergy.system	/Ac/ActiveIn/L1/Power	victron_ac_in_l1_p	ac_in	power	L1	total
com.victronenergy.system	/Ac/ActiveIn/L2/Current	victron_ac_in_l2_i	ac_in	current	L2	total
com.victronenergy.system	/Ac/ActiveIn/L2/Power	victron_ac_in_l2_p	ac_in	power	L2	total
com.victronenergy.system	/Ac/ActiveIn/L3/Current	victron_ac_in_l3_i	ac_in	current	L3	total
com.victronenergy.system	/Ac/ActiveIn/L3/Power	victron_ac_in_l3_p	ac_in	power	L3	total
com.victronenergy.system	/Ac/Consumption/L1/Current	victron_ac_in_l1_i	ac_in	current	L1	total
com.victronenergy.system	/Ac/Consumption/L1/Power	victron_ac_in_l1_p	ac_in	power	L1	total
com.victronenergy.system	/Ac/Consumption/L2/Current	victron_ac_in_l2_i	ac_in	current	L2	total
com.victronenergy.system	/Ac/Consumption/L2/Power	victron_ac_in_l2_p	ac_in	power	L2	total
com.victronenergy.system	/Ac/Consumption/L3/Current	victron_ac_in_l3_i	ac_in	current	L3	total
com.victronenergy.system	/Ac/Consumption/L3/Power	victron_ac_in_l3_p	ac_in	power	L3	total
com.victronenergy.system	/Ac/ConsumptionOnOutput/L1/Current	victron_ac_in_l1_i	ac_in	current	L1	total
com.victronenergy.system	/Ac/ConsumptionOnOutput/L1/Power	victron_ac_in_l1_p	ac_in	power	L1	total
com.victronenergy.system	/Ac/ConsumptionOnOutput/L2/Current	victron_ac_in_l2_i	ac_in	current	L2	total
com.victronenergy.system	/Ac/ConsumptionOnOutput/L2/Power	victron_ac_in_l2_p	ac_in	power	L2	total
com.victronenergy.system	/Ac/ConsumptionOnOutput/L3/Current	victron_ac_in_l3_i	ac_in	current	L3	total
com.victronenergy.system	/Ac/ConsumptionOnOutput/L3/Power	victron_ac_in_l3_p	ac_in	power	L3	total
com.victronenergy.system	/Ac/Grid/L1/Current	victron_ac_in_l1_i	ac_in	current	L1	total
com.victronenergy.system	/Ac/Grid/L1/Power	victron_ac_in_l1_p	ac_in	power	L1	total
com.victronenergy.system	/Ac/Grid/L2/Current	victron_ac_in_l2_i	ac_in	current	L2	total
com.victronenergy.system	/Ac/Grid/L2/Power	victron_ac_in_l2_p	ac_in	power	L2	total
com.victronenergy.system	/Ac/Grid/L3/Current	victron_ac_in_l3_i	ac_in	current	L3	total
com.victronenergy.system	/Ac/Grid/L3/Power	victron_ac_in_l3_p	ac_in	power	L3	total
com.victronenergy.system	/Dc/Battery/Voltage	victron_dc_voltage	dc	voltage	-	total
com.victronenergy.system	/Dc/InverterCharger/Current	victron_dc_current	dc	current	-	total
com.victronenergy.system	/Dc/InverterCharger/Power	victron_dc_power	dc	power	-	total
com.victronenergy.system	/Dc/System/Current	victron_dc_current	dc	current	-	total
com.victronenergy.system	/Dc/System/Power	victron_dc_power	dc	power	-	total
com.victronenergy.system	/Dc/Vebus/Current	victron_dc_current	dc	current	-	total
com.victronenergy.system	/Dc/Vebus/Power	victron_dc_power	dc	power	-	total
com.victronenergy.system	/GpsSpeed	victron_system_gps_speed	system	gps_speed	-	total
com.victronenergy.system	/Relay/0/State	victron_system_state	system	state	-	total
com.victronenergy.system	/Relay/1/State	victron_system_state	system	state	-	total
com.victronenergy.gps.ve_ttyACM0	/Position/Latitude	victron_gps_latitude	gps	latitude	-	total
com.victronenergy.gps.ve_ttyACM0	/Position/Longitude	victron_gps_longitude	gps	longitude	-	total
com.victronenergy.gps.ve_ttyACM0	/Speed	victron_gps_speed	gps	speed	-	total
